instant,dteday,season,year,month,hour,holiday,weekday,weather,temperature,feeling_temperature,humidity,wind_speed,casual,registered,total_rent,day_category,humidity_category
6203,2011-09-21,Fall,2011,September,0,No,Wednesday,Clear,0.54,0.5152,100.0,0.0,7,20,27,Weekday,High
6204,2011-09-21,Fall,2011,September,1,No,Wednesday,Clear,0.54,0.5152,94.0,0.0,0,17,17,Weekday,High
6205,2011-09-21,Fall,2011,September,2,No,Wednesday,Clear,0.54,0.5152,94.0,0.0,1,5,6,Weekday,High
6206,2011-09-21,Fall,2011,September,3,No,Wednesday,Mist,0.54,0.5152,94.0,0.0896,0,6,6,Weekday,High
6207,2011-09-21,Fall,2011,September,4,No,Wednesday,Mist,0.54,0.5152,100.0,0.1343,2,5,7,Weekday,High
6208,2011-09-21,Fall,2011,September,5,No,Wednesday,Mist,0.54,0.5152,100.0,0.1642,1,30,31,Weekday,High
6209,2011-09-21,Fall,2011,September,6,No,Wednesday,Mist,0.54,0.5152,100.0,0.194,5,112,117,Weekday,High
6210,2011-09-21,Fall,2011,September,7,No,Wednesday,Mist,0.54,0.5152,100.0,0.194,18,312,330,Weekday,High
6211,2011-09-21,Fall,2011,September,8,No,Wednesday,Mist,0.54,0.5152,100.0,0.1045,18,444,462,Weekday,High
6212,2011-09-21,Fall,2011,September,9,No,Wednesday,Mist,0.56,0.5303,100.0,0.0896,21,187,208,Weekday,High
6213,2011-09-21,Fall,2011,September,10,No,Wednesday,Mist,0.6,0.5455,88.0,0.0,30,103,133,Weekday,High
6214,2011-09-21,Fall,2011,September,11,No,Wednesday,Mist,0.62,0.5758,83.0,0.1642,42,138,180,Weekday,High
6215,2011-09-21,Fall,2011,September,12,No,Wednesday,Mist,0.64,0.5909,78.0,0.0896,42,151,193,Weekday,High
6216,2011-09-21,Fall,2011,September,13,No,Wednesday,Mist,0.66,0.6212,74.0,0.1642,37,144,181,Weekday,High
6217,2011-09-21,Fall,2011,September,14,No,Wednesday,Mist,0.66,0.6212,74.0,0.194,40,139,179,Weekday,High
6218,2011-09-21,Fall,2011,September,15,No,Wednesday,Mist,0.66,0.6212,74.0,0.1045,43,142,185,Weekday,High
6219,2011-09-21,Fall,2011,September,16,No,Wednesday,Mist,0.66,0.6212,74.0,0.1045,51,230,281,Weekday,High
6220,2011-09-21,Fall,2011,September,17,No,Wednesday,Light Rain,0.66,0.6212,74.0,0.1642,61,475,536,Weekday,High
6221,2011-09-21,Fall,2011,September,18,No,Wednesday,Light Rain,0.64,0.5758,83.0,0.1642,24,384,408,Weekday,High
6222,2011-09-21,Fall,2011,September,19,No,Wednesday,Light Rain,0.62,0.5455,94.0,0.0,30,253,283,Weekday,High
6223,2011-09-21,Fall,2011,September,20,No,Wednesday,Light Rain,0.62,0.5455,94.0,0.0,11,149,160,Weekday,High
6224,2011-09-21,Fall,2011,September,21,No,Wednesday,Mist,0.6,0.5,100.0,0.0896,25,175,200,Weekday,High
6225,2011-09-21,Fall,2011,September,22,No,Wednesday,Mist,0.62,0.5455,94.0,0.0,15,112,127,Weekday,High
6226,2011-09-21,Fall,2011,September,23,No,Wednesday,Clear,0.6,0.5152,94.0,0.1045,15,80,95,Weekday,High
6227,2011-09-22,Fall,2011,September,0,No,Thursday,Clear,0.6,0.5152,94.0,0.1045,11,30,41,Weekday,High
6228,2011-09-22,Fall,2011,September,1,No,Thursday,Mist,0.6,0.5152,94.0,0.0896,5,6,11,Weekday,High
6229,2011-09-22,Fall,2011,September,2,No,Thursday,Mist,0.6,0.5152,94.0,0.1045,2,8,10,Weekday,High
6230,2011-09-22,Fall,2011,September,3,No,Thursday,Mist,0.6,0.5152,94.0,0.0896,5,7,12,Weekday,High
6231,2011-09-22,Fall,2011,September,4,No,Thursday,Mist,0.6,0.5152,94.0,0.0896,0,2,2,Weekday,High
6232,2011-09-22,Fall,2011,September,5,No,Thursday,Mist,0.6,0.5152,94.0,0.1045,2,28,30,Weekday,High
6233,2011-09-22,Fall,2011,September,6,No,Thursday,Mist,0.6,0.5,100.0,0.1343,7,94,101,Weekday,High
6234,2011-09-22,Fall,2011,September,7,No,Thursday,Mist,0.6,0.5,100.0,0.1045,16,295,311,Weekday,High
6235,2011-09-22,Fall,2011,September,8,No,Thursday,Mist,0.6,0.5,100.0,0.1642,26,389,415,Weekday,High
6236,2011-09-22,Fall,2011,September,9,No,Thursday,Mist,0.62,0.5455,94.0,0.194,35,168,203,Weekday,High
6237,2011-09-22,Fall,2011,September,10,No,Thursday,Mist,0.64,0.5758,89.0,0.2239,19,101,120,Weekday,High
6238,2011-09-22,Fall,2011,September,11,No,Thursday,Mist,0.64,0.5758,89.0,0.194,23,142,165,Weekday,High
6239,2011-09-22,Fall,2011,September,12,No,Thursday,Mist,0.66,0.6061,83.0,0.1642,25,151,176,Weekday,High
6240,2011-09-22,Fall,2011,September,13,No,Thursday,Mist,0.66,0.6061,83.0,0.194,38,155,193,Weekday,High
6241,2011-09-22,Fall,2011,September,14,No,Thursday,Mist,0.66,0.6061,83.0,0.2239,41,142,183,Weekday,High
6242,2011-09-22,Fall,2011,September,15,No,Thursday,Mist,0.68,0.6364,79.0,0.1642,32,149,181,Weekday,High
6243,2011-09-22,Fall,2011,September,16,No,Thursday,Mist,0.68,0.6364,74.0,0.1343,39,262,301,Weekday,High
6244,2011-09-22,Fall,2011,September,17,No,Thursday,Mist,0.66,0.6061,78.0,0.0896,50,513,563,Weekday,High
6245,2011-09-22,Fall,2011,September,18,No,Thursday,Mist,0.64,0.5758,83.0,0.1045,50,501,551,Weekday,High
6246,2011-09-22,Fall,2011,September,19,No,Thursday,Mist,0.64,0.5758,89.0,0.0896,32,388,420,Weekday,High
6247,2011-09-22,Fall,2011,September,20,No,Thursday,Mist,0.62,0.5455,94.0,0.1343,35,250,285,Weekday,High
6248,2011-09-22,Fall,2011,September,21,No,Thursday,Mist,0.64,0.5758,89.0,0.0896,27,194,221,Weekday,High
6249,2011-09-22,Fall,2011,September,22,No,Thursday,Mist,0.62,0.5152,100.0,0.0896,21,166,187,Weekday,High
6250,2011-09-22,Fall,2011,September,23,No,Thursday,Mist,0.62,0.5455,94.0,0.0,14,99,113,Weekday,High
6251,2011-09-23,Winter,2011,September,0,No,Friday,Mist,0.62,0.5455,94.0,0.0896,11,41,52,Weekday,High
6252,2011-09-23,Winter,2011,September,1,No,Friday,Mist,0.6,0.5,100.0,0.0,2,29,31,Weekday,High
6253,2011-09-23,Winter,2011,September,2,No,Friday,Mist,0.6,0.5,100.0,0.1045,6,14,20,Weekday,High
6254,2011-09-23,Winter,2011,September,3,No,Friday,Mist,0.6,0.5,100.0,0.0,3,5,8,Weekday,High
6255,2011-09-23,Winter,2011,September,4,No,Friday,Light Rain,0.6,0.5,100.0,0.0,6,7,13,Weekday,High
6256,2011-09-23,Winter,2011,September,5,No,Friday,Mist,0.62,0.5455,94.0,0.0,2,20,22,Weekday,High
6257,2011-09-23,Winter,2011,September,6,No,Friday,Mist,0.62,0.5455,94.0,0.0896,5,99,104,Weekday,High
6258,2011-09-23,Winter,2011,September,7,No,Friday,Light Rain,0.62,0.5455,94.0,0.1343,14,240,254,Weekday,High
6259,2011-09-23,Winter,2011,September,8,No,Friday,Light Rain,0.62,0.5455,94.0,0.1343,20,297,317,Weekday,High
6260,2011-09-23,Winter,2011,September,9,No,Friday,Light Rain,0.62,0.5152,100.0,0.1343,3,108,111,Weekday,High
6261,2011-09-23,Winter,2011,September,10,No,Friday,Light Rain,0.62,0.5152,100.0,0.1045,7,28,35,Weekday,High
6262,2011-09-23,Winter,2011,September,11,No,Friday,Light Rain,0.62,0.5152,100.0,0.1045,1,20,21,Weekday,High
6263,2011-09-23,Winter,2011,September,12,No,Friday,Light Rain,0.62,0.5455,94.0,0.1045,1,28,29,Weekday,High
6264,2011-09-23,Winter,2011,September,13,No,Friday,Light Rain,0.6,0.5,100.0,0.0896,7,27,34,Weekday,High
6265,2011-09-23,Winter,2011,September,14,No,Friday,Light Rain,0.6,0.5,100.0,0.0896,3,21,24,Weekday,High
6266,2011-09-23,Winter,2011,September,15,No,Friday,Light Rain,0.62,0.5455,94.0,0.1045,9,52,61,Weekday,High
6267,2011-09-23,Winter,2011,September,16,No,Friday,Light Rain,0.62,0.5455,94.0,0.0,5,51,56,Weekday,High
6268,2011-09-23,Winter,2011,September,17,No,Friday,Mist,0.6,0.5,100.0,0.0,13,86,99,Weekday,High
6269,2011-09-23,Winter,2011,September,18,No,Friday,Clear,0.6,0.5,100.0,0.0,14,220,234,Weekday,High
6270,2011-09-23,Winter,2011,September,19,No,Friday,Clear,0.62,0.5455,94.0,0.1343,16,232,248,Weekday,High
6271,2011-09-23,Winter,2011,September,20,No,Friday,Clear,0.6,0.5152,94.0,0.0,21,158,179,Weekday,High
6272,2011-09-23,Winter,2011,September,21,No,Friday,Clear,0.6,0.5,100.0,0.1642,17,121,138,Weekday,High
6273,2011-09-23,Winter,2011,September,22,No,Friday,Clear,0.6,0.5152,94.0,0.1642,31,126,157,Weekday,High
6274,2011-09-23,Winter,2011,September,23,No,Friday,Mist,0.58,0.5455,100.0,0.1343,41,107,148,Weekday,High
6275,2011-09-24,Winter,2011,September,0,No,Saturday,Clear,0.58,0.5455,100.0,0.0896,7,86,93,Weekend,High
6276,2011-09-24,Winter,2011,September,1,No,Saturday,Mist,0.58,0.5455,94.0,0.0896,18,61,79,Weekend,High
6277,2011-09-24,Winter,2011,September,2,No,Saturday,Mist,0.58,0.5455,94.0,0.0896,14,54,68,Weekend,High
6278,2011-09-24,Winter,2011,September,3,No,Saturday,Clear,0.58,0.5455,94.0,0.0,4,27,31,Weekend,High
6279,2011-09-24,Winter,2011,September,4,No,Saturday,Clear,0.56,0.5303,94.0,0.1045,1,7,8,Weekend,High
6280,2011-09-24,Winter,2011,September,5,No,Saturday,Mist,0.56,0.5303,94.0,0.1045,2,3,5,Weekend,High
6281,2011-09-24,Winter,2011,September,6,No,Saturday,Mist,0.56,0.5303,94.0,0.1045,6,12,18,Weekend,High
6282,2011-09-24,Winter,2011,September,7,No,Saturday,Mist,0.56,0.5303,88.0,0.1045,12,34,46,Weekend,High
6283,2011-09-24,Winter,2011,September,8,No,Saturday,Mist,0.58,0.5455,90.0,0.0896,19,102,121,Weekend,High
6284,2011-09-24,Winter,2011,September,9,No,Saturday,Mist,0.6,0.5455,88.0,0.0896,41,134,175,Weekend,High
6285,2011-09-24,Winter,2011,September,10,No,Saturday,Mist,0.6,0.5455,88.0,0.0896,90,203,293,Weekend,High
6286,2011-09-24,Winter,2011,September,11,No,Saturday,Mist,0.62,0.5758,83.0,0.0896,118,268,386,Weekend,High
6287,2011-09-24,Winter,2011,September,12,No,Saturday,Mist,0.62,0.5758,83.0,0.0896,141,266,407,Weekend,High
6288,2011-09-24,Winter,2011,September,13,No,Saturday,Clear,0.64,0.5909,78.0,0.0,170,290,460,Weekend,High
6289,2011-09-24,Winter,2011,September,14,No,Saturday,Mist,0.66,0.6212,74.0,0.1343,164,226,390,Weekend,High
6290,2011-09-24,Winter,2011,September,15,No,Saturday,Mist,0.66,0.6212,74.0,0.1343,168,284,452,Weekend,High
6291,2011-09-24,Winter,2011,September,16,No,Saturday,Mist,0.64,0.5909,78.0,0.0896,167,282,449,Weekend,High
6292,2011-09-24,Winter,2011,September,17,No,Saturday,Clear,0.66,0.6212,74.0,0.1045,180,246,426,Weekend,High
6293,2011-09-24,Winter,2011,September,18,No,Saturday,Clear,0.64,0.5909,78.0,0.1045,157,243,400,Weekend,High
6294,2011-09-24,Winter,2011,September,19,No,Saturday,Clear,0.62,0.5606,88.0,0.0,77,231,308,Weekend,High
6295,2011-09-24,Winter,2011,September,20,No,Saturday,Clear,0.62,0.5758,83.0,0.0,77,166,243,Weekend,High
6296,2011-09-24,Winter,2011,September,21,No,Saturday,Clear,0.62,0.5758,83.0,0.0896,66,156,222,Weekend,High
6297,2011-09-24,Winter,2011,September,22,No,Saturday,Mist,0.62,0.5606,88.0,0.0,50,143,193,Weekend,High
6298,2011-09-24,Winter,2011,September,23,No,Saturday,Mist,0.6,0.5455,88.0,0.0896,27,123,150,Weekend,High
6299,2011-09-25,Winter,2011,September,0,No,Sunday,Mist,0.6,0.5455,88.0,0.0,37,136,173,Weekend,High
6300,2011-09-25,Winter,2011,September,1,No,Sunday,Mist,0.6,0.5455,88.0,0.1045,31,93,124,Weekend,High
6301,2011-09-25,Winter,2011,September,2,No,Sunday,Light Rain,0.6,0.5152,94.0,0.0,27,79,106,Weekend,High
6302,2011-09-25,Winter,2011,September,3,No,Sunday,Light Rain,0.6,0.5152,94.0,0.0,20,39,59,Weekend,High
6303,2011-09-25,Winter,2011,September,4,No,Sunday,Light Rain,0.6,0.5152,94.0,0.1343,3,5,8,Weekend,High
6304,2011-09-25,Winter,2011,September,5,No,Sunday,Clear,0.6,0.5455,88.0,0.0896,1,2,3,Weekend,High
6305,2011-09-25,Winter,2011,September,6,No,Sunday,Mist,0.6,0.5455,88.0,0.1045,4,13,17,Weekend,High
6306,2011-09-25,Winter,2011,September,7,No,Sunday,Mist,0.6,0.5152,94.0,0.1343,15,23,38,Weekend,High
6307,2011-09-25,Winter,2011,September,8,No,Sunday,Mist,0.62,0.5606,88.0,0.0,27,59,86,Weekend,High
6308,2011-09-25,Winter,2011,September,9,No,Sunday,Mist,0.64,0.5758,83.0,0.0,55,100,155,Weekend,High
6309,2011-09-25,Winter,2011,September,10,No,Sunday,Mist,0.64,0.5758,83.0,0.0,85,190,275,Weekend,High
6310,2011-09-25,Winter,2011,September,11,No,Sunday,Mist,0.66,0.6061,78.0,0.1343,131,230,361,Weekend,High
6311,2011-09-25,Winter,2011,September,12,No,Sunday,Mist,0.66,0.6061,78.0,0.0,143,270,413,Weekend,High
6312,2011-09-25,Winter,2011,September,13,No,Sunday,Mist,0.68,0.6364,74.0,0.0,122,247,369,Weekend,High
6313,2011-09-25,Winter,2011,September,14,No,Sunday,Mist,0.66,0.6061,78.0,0.0,116,231,347,Weekend,High
6314,2011-09-25,Winter,2011,September,15,No,Sunday,Mist,0.66,0.6061,78.0,0.0,119,234,353,Weekend,High
6315,2011-09-25,Winter,2011,September,16,No,Sunday,Clear,0.7,0.6515,70.0,0.0,144,320,464,Weekend,High
6316,2011-09-25,Winter,2011,September,17,No,Sunday,Clear,0.68,0.6364,74.0,0.0,145,275,420,Weekend,High
6317,2011-09-25,Winter,2011,September,18,No,Sunday,Clear,0.68,0.6364,74.0,0.0,125,279,404,Weekend,High
6318,2011-09-25,Winter,2011,September,19,No,Sunday,Clear,0.64,0.5758,83.0,0.1343,87,242,329,Weekend,High
6319,2011-09-25,Winter,2011,September,20,No,Sunday,Clear,0.64,0.5758,83.0,0.0896,51,135,186,Weekend,High
6320,2011-09-25,Winter,2011,September,21,No,Sunday,Clear,0.62,0.5455,94.0,0.0896,24,113,137,Weekend,High
6321,2011-09-25,Winter,2011,September,22,No,Sunday,Clear,0.62,0.5606,88.0,0.0896,20,84,104,Weekend,High
6322,2011-09-25,Winter,2011,September,23,No,Sunday,Mist,0.62,0.5455,94.0,0.1045,12,67,79,Weekend,High
6323,2011-09-26,Winter,2011,September,0,No,Monday,Mist,0.62,0.5455,94.0,0.0,6,23,29,Weekday,High
6324,2011-09-26,Winter,2011,September,1,No,Monday,Mist,0.62,0.5606,88.0,0.1045,3,14,17,Weekday,High
6325,2011-09-26,Winter,2011,September,2,No,Monday,Mist,0.62,0.5606,88.0,0.1045,4,4,8,Weekday,High
6326,2011-09-26,Winter,2011,September,3,No,Monday,Mist,0.62,0.5455,94.0,0.0,0,5,5,Weekday,High
6327,2011-09-26,Winter,2011,September,4,No,Monday,Mist,0.62,0.5455,94.0,0.0896,2,4,6,Weekday,High
6328,2011-09-26,Winter,2011,September,5,No,Monday,Mist,0.62,0.5606,88.0,0.0,0,25,25,Weekday,High
6329,2011-09-26,Winter,2011,September,6,No,Monday,Mist,0.62,0.5455,94.0,0.0896,6,107,113,Weekday,High
6330,2011-09-26,Winter,2011,September,7,No,Monday,Mist,0.62,0.5455,94.0,0.0,17,315,332,Weekday,High
6331,2011-09-26,Winter,2011,September,8,No,Monday,Mist,0.62,0.5455,94.0,0.0,29,326,355,Weekday,High
6332,2011-09-26,Winter,2011,September,9,No,Monday,Mist,0.64,0.5758,89.0,0.194,44,161,205,Weekday,High
6333,2011-09-26,Winter,2011,September,10,No,Monday,Mist,0.64,0.5758,89.0,0.194,37,117,154,Weekday,High
6334,2011-09-26,Winter,2011,September,11,No,Monday,Clear,0.68,0.6364,79.0,0.2239,43,116,159,Weekday,High
6335,2011-09-26,Winter,2011,September,12,No,Monday,Mist,0.68,0.6364,79.0,0.1642,48,161,209,Weekday,High
6336,2011-09-26,Winter,2011,September,13,No,Monday,Mist,0.7,0.6667,74.0,0.1642,48,139,187,Weekday,High
6337,2011-09-26,Winter,2011,September,14,No,Monday,Clear,0.7,0.6515,70.0,0.1642,44,110,154,Weekday,High
6338,2011-09-26,Winter,2011,September,15,No,Monday,Clear,0.72,0.6818,62.0,0.1343,52,157,209,Weekday,High
6339,2011-09-26,Winter,2011,September,16,No,Monday,Clear,0.7,0.6515,65.0,0.1642,74,239,313,Weekday,High
6340,2011-09-26,Winter,2011,September,17,No,Monday,Clear,0.7,0.6515,70.0,0.1343,61,509,570,Weekday,High
6341,2011-09-26,Winter,2011,September,18,No,Monday,Clear,0.66,0.6061,83.0,0.1045,63,490,553,Weekday,High
6342,2011-09-26,Winter,2011,September,19,No,Monday,Clear,0.66,0.6061,82.0,0.0896,36,347,383,Weekday,High
6343,2011-09-26,Winter,2011,September,20,No,Monday,Clear,0.64,0.5758,89.0,0.1343,24,227,251,Weekday,High
6344,2011-09-26,Winter,2011,September,21,No,Monday,Clear,0.64,0.5758,89.0,0.1343,18,164,182,Weekday,High
6345,2011-09-26,Winter,2011,September,22,No,Monday,Clear,0.62,0.5455,94.0,0.1343,14,122,136,Weekday,High
6346,2011-09-26,Winter,2011,September,23,No,Monday,Clear,0.62,0.5455,94.0,0.1343,11,64,75,Weekday,High
6347,2011-09-27,Winter,2011,September,0,No,Tuesday,Clear,0.62,0.5455,94.0,0.1343,9,28,37,Weekday,High
6348,2011-09-27,Winter,2011,September,1,No,Tuesday,Clear,0.62,0.5455,94.0,0.1642,4,6,10,Weekday,High
6349,2011-09-27,Winter,2011,September,2,No,Tuesday,Clear,0.62,0.5455,94.0,0.1045,7,4,11,Weekday,High
6350,2011-09-27,Winter,2011,September,3,No,Tuesday,Mist,0.62,0.5455,94.0,0.0,5,5,10,Weekday,High
6351,2011-09-27,Winter,2011,September,4,No,Tuesday,Light Rain,0.62,0.5455,94.0,0.0896,5,3,8,Weekday,High
6352,2011-09-27,Winter,2011,September,5,No,Tuesday,Light Rain,0.62,0.5455,94.0,0.0896,0,24,24,Weekday,High
6353,2011-09-27,Winter,2011,September,6,No,Tuesday,Mist,0.62,0.5455,94.0,0.1045,8,116,124,Weekday,High
6354,2011-09-27,Winter,2011,September,7,No,Tuesday,Mist,0.62,0.5455,94.0,0.1045,15,234,249,Weekday,High
6355,2011-09-27,Winter,2011,September,8,No,Tuesday,Mist,0.64,0.5758,89.0,0.1045,27,400,427,Weekday,High
6356,2011-09-27,Winter,2011,September,9,No,Tuesday,Light Rain,0.64,0.5758,89.0,0.194,20,173,193,Weekday,High
6357,2011-09-27,Winter,2011,September,10,No,Tuesday,Light Rain,0.64,0.5606,94.0,0.1642,21,101,122,Weekday,High
6358,2011-09-27,Winter,2011,September,11,No,Tuesday,Mist,0.66,0.5909,89.0,0.1045,26,97,123,Weekday,High
6359,2011-09-27,Winter,2011,September,12,No,Tuesday,Mist,0.66,0.5909,89.0,0.1343,33,129,162,Weekday,High
6360,2011-09-27,Winter,2011,September,13,No,Tuesday,Mist,0.7,0.6667,74.0,0.2239,29,122,151,Weekday,High
6361,2011-09-27,Winter,2011,September,14,No,Tuesday,Mist,0.68,0.6364,79.0,0.1045,29,123,152,Weekday,High
6362,2011-09-27,Winter,2011,September,15,No,Tuesday,Mist,0.68,0.6364,83.0,0.0896,35,170,205,Weekday,High
6363,2011-09-27,Winter,2011,September,16,No,Tuesday,Mist,0.66,0.6061,83.0,0.194,33,225,258,Weekday,High
6364,2011-09-27,Winter,2011,September,17,No,Tuesday,Mist,0.66,0.5909,89.0,0.194,50,480,530,Weekday,High
6365,2011-09-27,Winter,2011,September,18,No,Tuesday,Mist,0.64,0.5758,89.0,0.2239,31,325,356,Weekday,High
6366,2011-09-27,Winter,2011,September,19,No,Tuesday,Mist,0.64,0.5758,89.0,0.1343,26,294,320,Weekday,High
6367,2011-09-27,Winter,2011,September,20,No,Tuesday,Clear,0.62,0.5909,78.0,0.0,17,221,238,Weekday,High
6368,2011-09-27,Winter,2011,September,21,No,Tuesday,Clear,0.6,0.5606,83.0,0.0,17,179,196,Weekday,High
6369,2011-09-27,Winter,2011,September,22,No,Tuesday,Clear,0.6,0.5455,88.0,0.0896,19,102,121,Weekday,High
6370,2011-09-27,Winter,2011,September,23,No,Tuesday,Clear,0.6,0.5455,88.0,0.0896,11,82,93,Weekday,High
6371,2011-09-28,Winter,2011,September,0,No,Wednesday,Clear,0.6,0.5455,88.0,0.0,7,29,36,Weekday,High
6372,2011-09-28,Winter,2011,September,1,No,Wednesday,Clear,0.6,0.5455,88.0,0.0,1,13,14,Weekday,High
6373,2011-09-28,Winter,2011,September,2,No,Wednesday,Clear,0.6,0.5455,88.0,0.2537,0,9,9,Weekday,High
6374,2011-09-28,Winter,2011,September,3,No,Wednesday,Mist,0.6,0.5152,94.0,0.0896,0,3,3,Weekday,High
6375,2011-09-28,Winter,2011,September,4,No,Wednesday,Clear,0.6,0.5455,88.0,0.0,1,3,4,Weekday,High
6376,2011-09-28,Winter,2011,September,5,No,Wednesday,Mist,0.6,0.5152,94.0,0.0,2,20,22,Weekday,High
6377,2011-09-28,Winter,2011,September,6,No,Wednesday,Light Rain,0.6,0.5152,94.0,0.1642,3,111,114,Weekday,High
6378,2011-09-28,Winter,2011,September,7,No,Wednesday,Light Rain,0.6,0.5152,94.0,0.1642,8,177,185,Weekday,High
6379,2011-09-28,Winter,2011,September,8,No,Wednesday,Light Rain,0.62,0.5455,94.0,0.2239,17,270,287,Weekday,High
6380,2011-09-28,Winter,2011,September,9,No,Wednesday,Light Rain,0.62,0.5455,94.0,0.2239,14,141,155,Weekday,High
6381,2011-09-28,Winter,2011,September,10,No,Wednesday,Mist,0.62,0.5455,94.0,0.0,20,109,129,Weekday,High
6382,2011-09-28,Winter,2011,September,11,No,Wednesday,Mist,0.66,0.6061,83.0,0.1045,24,127,151,Weekday,High
6383,2011-09-28,Winter,2011,September,12,No,Wednesday,Mist,0.68,0.6364,79.0,0.0,25,159,184,Weekday,High
6384,2011-09-28,Winter,2011,September,13,No,Wednesday,Clear,0.7,0.6667,74.0,0.2537,24,138,162,Weekday,High
6385,2011-09-28,Winter,2011,September,14,No,Wednesday,Clear,0.72,0.6818,62.0,0.2537,25,145,170,Weekday,High
6386,2011-09-28,Winter,2011,September,15,No,Wednesday,Clear,0.7,0.6515,70.0,0.1343,35,146,181,Weekday,High
6387,2011-09-28,Winter,2011,September,16,No,Wednesday,Clear,0.7,0.6515,70.0,0.194,39,241,280,Weekday,High
6388,2011-09-28,Winter,2011,September,17,No,Wednesday,Clear,0.7,0.6515,70.0,0.2239,64,527,591,Weekday,High
6389,2011-09-28,Winter,2011,September,18,No,Wednesday,Light Rain,0.66,0.6061,83.0,0.2537,65,459,524,Weekday,High
6390,2011-09-28,Winter,2011,September,19,No,Wednesday,Light Rain,0.66,0.6061,83.0,0.2537,57,315,372,Weekday,High
6391,2011-09-28,Winter,2011,September,20,No,Wednesday,Light Rain,0.6,0.5606,83.0,0.2985,11,91,102,Weekday,High
6392,2011-09-28,Winter,2011,September,21,No,Wednesday,Light Rain,0.6,0.5455,88.0,0.2537,7,67,74,Weekday,High
6393,2011-09-28,Winter,2011,September,22,No,Wednesday,Clear,0.6,0.5455,88.0,0.0896,19,68,87,Weekday,High
6394,2011-09-28,Winter,2011,September,23,No,Wednesday,Clear,0.6,0.5152,94.0,0.1343,12,59,71,Weekday,High
6395,2011-09-29,Winter,2011,September,0,No,Thursday,Clear,0.6,0.5152,94.0,0.194,7,33,40,Weekday,High
6396,2011-09-29,Winter,2011,September,1,No,Thursday,Mist,0.6,0.5,100.0,0.194,3,20,23,Weekday,High
6397,2011-09-29,Winter,2011,September,2,No,Thursday,Mist,0.6,0.5,100.0,0.194,0,2,2,Weekday,High
6398,2011-09-29,Winter,2011,September,3,No,Thursday,Mist,0.6,0.5152,94.0,0.194,0,8,8,Weekday,High
6399,2011-09-29,Winter,2011,September,4,No,Thursday,Mist,0.6,0.5455,88.0,0.194,2,5,7,Weekday,High
6400,2011-09-29,Winter,2011,September,5,No,Thursday,Mist,0.6,0.5455,88.0,0.1045,0,22,22,Weekday,High
6401,2011-09-29,Winter,2011,September,6,No,Thursday,Mist,0.6,0.5455,88.0,0.0896,5,106,111,Weekday,High
6402,2011-09-29,Winter,2011,September,7,No,Thursday,Clear,0.6,0.5455,88.0,0.1343,14,269,283,Weekday,High
6403,2011-09-29,Winter,2011,September,8,No,Thursday,Clear,0.6,0.5606,83.0,0.0,29,402,431,Weekday,High
6404,2011-09-29,Winter,2011,September,9,No,Thursday,Clear,0.62,0.5909,78.0,0.2537,27,198,225,Weekday,High
6405,2011-09-29,Winter,2011,September,10,No,Thursday,Clear,0.64,0.6061,65.0,0.194,24,103,127,Weekday,High
6406,2011-09-29,Winter,2011,September,11,No,Thursday,Clear,0.62,0.6061,61.0,0.194,36,122,158,Weekday,High
6407,2011-09-29,Winter,2011,September,12,No,Thursday,Clear,0.66,0.6212,61.0,0.1642,38,157,195,Weekday,High
6408,2011-09-29,Winter,2011,September,13,No,Thursday,Clear,0.64,0.6212,61.0,0.194,36,175,211,Weekday,High
6409,2011-09-29,Winter,2011,September,14,No,Thursday,Clear,0.68,0.6364,51.0,0.2985,33,134,167,Weekday,Normal
6410,2011-09-29,Winter,2011,September,15,No,Thursday,Clear,0.68,0.6364,45.0,0.3881,42,185,227,Weekday,Normal
6411,2011-09-29,Winter,2011,September,16,No,Thursday,Clear,0.68,0.6364,41.0,0.3582,64,227,291,Weekday,Normal
6412,2011-09-29,Winter,2011,September,17,No,Thursday,Clear,0.66,0.6212,47.0,0.2985,62,527,589,Weekday,Normal
6413,2011-09-29,Winter,2011,September,18,No,Thursday,Clear,0.64,0.6212,41.0,0.2239,84,500,584,Weekday,Normal
6414,2011-09-29,Winter,2011,September,19,No,Thursday,Clear,0.62,0.6212,50.0,0.0896,36,348,384,Weekday,Normal
6415,2011-09-29,Winter,2011,September,20,No,Thursday,Clear,0.6,0.6212,53.0,0.0896,39,234,273,Weekday,Normal
6416,2011-09-29,Winter,2011,September,21,No,Thursday,Clear,0.58,0.5455,56.00000000000001,0.0,30,195,225,Weekday,Normal
6417,2011-09-29,Winter,2011,September,22,No,Thursday,Clear,0.56,0.5303,68.0,0.0,25,150,175,Weekday,High
6418,2011-09-29,Winter,2011,September,23,No,Thursday,Clear,0.52,0.5,77.0,0.1045,17,64,81,Weekday,High
6419,2011-09-30,Winter,2011,September,0,No,Friday,Clear,0.52,0.5,83.0,0.1045,7,53,60,Weekday,High
6420,2011-09-30,Winter,2011,September,1,No,Friday,Clear,0.52,0.5,77.0,0.0896,5,18,23,Weekday,High
6421,2011-09-30,Winter,2011,September,2,No,Friday,Clear,0.52,0.5,83.0,0.1045,6,9,15,Weekday,High
6422,2011-09-30,Winter,2011,September,3,No,Friday,Clear,0.52,0.5,83.0,0.1045,0,3,3,Weekday,High
6423,2011-09-30,Winter,2011,September,4,No,Friday,Clear,0.52,0.5,83.0,0.194,2,6,8,Weekday,High
